Iteración,NA's Arribo,Arribo,T. de Llegada,NA's Distribución,T. Distribución,Inicio Distribución,Fin Distribución,NA's Servidor 1,Inicio Servidor 1,Fin Servidor 1,NA's Servidor 2,Inicio Servidor 2,Fin Servidor 2,NA's Servidor 3,Inicio Servidor 3,Fin Servidor 3,NA's Servidor 4,Inicio Servidor 4,Fin Servidor 4,NA's Servidor 5,Inicio Servidor 5,Fin Servidor 5,Cola Distribución,Cola Servidor,Cola Total,Promedio Móvil,Replica 1,Replica 2,Replica 3,Replica 4,Replica 5,Replica 6,Replica 7,Replica 8,Replica 9,Replica 10,Replica 11,Replica 12,Replica 13,Replica 14,Replica 15
83,"[0.964392, 0.502345, 0.648064, 0.912728, 0.82153, 0.803213, 0.332505, 0.424103]",0.2811840467143691,61.03184552656949,"[0.83669, 0.907311, 0.700417, 0.60493]",0.3405075494366537,61.03184552656949,61.37235307600614,"[0.983792, 0.828709, 0.5342, 0.267117]",63.79118707795497,66.13186385533126,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.418834001948831,2.418834001948831,0.2805910795830482,0.30284782590297826,0.7913964611164617,0.8547563806216043,0.042868211620189264,1.6252998519501696,0.12131390444238567,0.9483197349810888,0.1798316928191687,0.2893924060223021,0.26638260478610803,0.8149260349203685,0.36753453688305737,0.32317965711761054,0.511887114044957,0.2805910795830482
84,"[0.372896, 0.345036]",0.34796165304205234,61.37980717961155,"[0.88478, 0.305028]",0.4948541712988684,61.37980717961155,61.874661350910415,,0.0,0.0,,0.0,0.0,"[0.817102, 0.494565]",64.62252383555384,69.53596610075688,,0.0,0.0,,0.0,0.0,0.0,2.74786248464342,2.74786248464342,0.30996335821471926,0.2992424946422285,0.8003065402757172,0.8445807094237281,0.042357875767567964,1.692629108041124,0.13014136858756045,0.9598457064775439,0.1853060949792127,0.2868203997947702,0.2815484102288429,0.8138664552347528,0.37455097611591787,0.3193322802471628,0.532373754969346,0.30996335821471926
85,"[0.39888, 0.434191]",0.39609573726481645,61.77590291687636,"[0.29414, 0.571112]",0.16940638042957615,61.874661350910415,62.04406773133999,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.641689, 0.6882]",65.30423062707096,68.8327703329563,0.09875843403405327,3.2601628957309714,3.3589213297650247,0.3458334519976641,0.2957219947052611,0.8117520943560976,0.834644465783449,0.04185954781736129,1.7544849261743027,0.1443513104842464,0.9713962046321106,0.18312602327357488,0.2866372091817238,0.3077126046158368,0.8131821688966872,0.3850771925376757,0.3155754298913138,0.5574333656634839,0.3458334519976641
86,"[0.70597, 0.662245]",1.44243029389852,63.21833321077488,"[0.472281, 0.494351]",0.23537807975830777,63.21833321077488,63.453711290533185,,0.0,0.0,"[0.237408, 0.940066, 0.711953, 0.896088, 0.247882, 0.827449]",65.53273148655806,66.25539282250004,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.079020196024878,2.079020196024878,0.36598678623053865,0.30942259608386613,0.8275421562851107,0.8259609343970433,0.045282772881491434,1.8070592615212924,0.1593038887400866,0.9862240030392816,0.18099665090992867,0.2934211565696075,0.3359049025125318,0.8237861871374214,0.3880521365999152,0.31190594814839157,0.5860875356093682,0.36598678623053865
87,"[0.776123, 0.9298, 0.142529, 0.33542]",0.06987032012069287,63.28820353089557,"[0.700567, 0.505469]",0.34059402005067546,63.453711290533185,63.79430531058386,"[0.462791, 0.785473]",66.13186385533126,68.00243008664147,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.1655077596376131,2.3375585447474023,2.5030663043850154,0.3905509186231188,0.32273349065180107,0.8467581569038842,0.8164671305533991,0.051386892589917646,1.844230751802344,0.16792053107959323,0.99725855710839,0.18476269107296805,0.30384297871373,0.3543776725467462,0.8260156880651929,0.4170991691021279,0.30832082230760544,0.5865323094541248,0.3905509186231188
88,"[0.158488, 0.312017]",0.08223530896802295,63.370438839863596,"[0.608123, 0.693412]",0.29281308093257735,63.79430531058386,64.08711839151644,,0.0,0.0,"[0.6739, 0.286539]",66.25539282250004,70.1233854712794,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.42386647072026307,2.168274430983601,2.592140901703864,0.4155689866126728,0.31993021215134926,0.8492732766147814,0.8071890949789288,0.054165619190974554,1.870798254847931,0.17977700835565924,0.9997825860496419,0.18266311503804797,0.32298664204145267,0.3709594869407914,0.8377485001692929,0.43212216916537594,0.3048171765995645,0.590106846829107,0.4155689866126728
89,"[0.77933, 0.669168, 0.148785, 0.368459]",0.07461454352964898,63.445053383393244,"[0.69526, 0.245468]",0.3375559624165945,64.08711839151644,64.42467435393304,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.47599],67.2105917451936,67.77553173625247,,0.0,0.0,0.6420650081231969,2.785917391260554,3.427982399383751,0.4494163283292017,0.31633549066650263,0.8397308802483231,0.798119554585907,0.062134316451516715,1.8866160357367308,0.18993584561752658,1.0040474187209723,0.18061072048705867,0.3503367776374258,0.40601795006080427,0.8423325049507908,0.43164217846254593,0.30139226450294015,0.5895373417553542,0.4494163283292017
90,"[0.20105, 0.155672]",0.1195621878490184,63.564615571242264,"[0.701953, 0.931828]",0.3413946893817571,64.42467435393304,64.7660690433148,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.357567],67.77553173625247,67.99820129381722,,0.0,0.0,0.8600587826907784,3.0094626929376744,3.869521475628453,0.48741749663252676,0.31589181502563995,0.8320994532600553,0.7914935001454735,0.06946014505970989,1.888496886651923,0.2128834874541802,1.007445692811797,0.17860393470386912,0.3660108245994779,0.4321595783196847,0.851501588239066,0.4268461542574065,0.29977130876542635,0.5951758181560959,0.48741749663252676
91,"[0.742102, 0.762615, 0.726893, 0.288713]",1.560116341386397,65.12473191262866,"[0.19283, 0.873839]",0.13130492199723004,65.12473191262866,65.25603683462589,,0.0,0.0,,0.0,0.0,,0.0,0.0,[0.74882],67.99820129381722,71.64093869897076,,0.0,0.0,0.0,2.7421644591913292,2.7421644591913292,0.5121949357815245,0.31997759397570313,0.8229555032242305,0.7854877211399667,0.07879970314776572,1.886132008212202,0.23299893918220194,1.010885211373722,0.1766412541027277,0.37375553641993214,0.4623239986886152,0.8586939030134745,0.4221555371776548,0.2986131644781925,0.5963215606081843,0.5121949357815245
92,"[0.608024, 0.27012]",0.9863291350696702,66.11106104769833,"[0.14255, 0.77655]",0.1105910286424535,66.11106104769833,66.22165207634079,"[0.246763, 0.639534]",68.00243008664147,68.74036207325717,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.7807780103006792,1.7807780103006792,0.5259838822436893,0.3383585462663898,0.8140103347109237,0.7900058364843323,0.09058168719312176,1.8977206280945689,0.250550281196501,1.006788429685528,0.17472124047117632,0.38291318610301384,0.4979068720356334,0.8795444837542661,0.41756689003441944,0.29536736921212525,0.5904777235923635,0.5259838822436893
93,"[0.1716, 0.9695, 0.492003, 0.466]",0.608298998726342,66.71936004642467,"[0.508787, 0.913901]",0.2498365844408681,66.71936004642467,66.96919663086554,"[0.2396, 0.864046]",68.74036207325717,69.44819750878847,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.7711654423916343,1.7711654423916343,0.5393729312775382,0.3636003167523001,0.8052575354129567,0.7815111500705223,0.10105726921107341,1.9010527135469553,0.26668183805204676,1.0222294281471447,0.17284251745535723,0.3815298919888536,0.5279953578093363,0.8751266673318079,0.41307692347490954,0.29219137599479056,0.584128500758037,0.5393729312775382
94,"[0.469239, 0.612062]",0.5500564062891994,67.26941645271387,"[0.198559, 0.906783]",0.1335571627103207,67.26941645271387,67.40297361542419,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,"[0.77353, 0.974765, 0.858993, 0.410137]",68.8327703329563,74.1617543615993,0.0,1.4297967175321133,1.4297967175321133,0.5488455247483315,0.3858842773627491,0.7966909658872869,0.7731972016655166,0.10525102850506571,1.9183028819511523,0.29280612895136676,1.045018580222634,0.17100376726966193,0.3774710633506743,0.5508829828655185,0.8658168091687035,0.4086824881187935,0.2895311547572178,0.5829460200530178,0.5488455247483315
95,"[0.376152, 0.388797]",0.3537607667680286,67.6231772194819,"[0.610701, 0.909747]",0.2940223654436813,67.6231772194819,67.91719958492558,"[0.430549, 0.809695]",69.44819750878847,71.12191875461926,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.5309979238628841,1.5309979238628841,0.5591839710548004,0.4036457774323769,0.7883047451937366,0.7650582837532481,0.117790741245898,1.9185162855170133,0.3212753386619052,1.0720744836355038,0.1692037276141918,0.3734976837364567,0.5693808588469289,0.8567029480195593,0.4043805671912272,0.28648345839135236,0.5811979786925002,0.5591839710548004
96,"[0.637769, 0.78135]",1.1095620836126163,68.73273930309452,"[0.274127, 0.605047]",0.16207823456095666,68.73273930309452,68.89481753765547,,0.0,0.0,,0.0,0.0,"[0.332448, 0.639963]",69.53596610075688,70.79665203169438,,0.0,0.0,,0.0,0.0,0.0,0.6411485631014102,0.6411485631014102,0.5600377688886193,0.4134394643679604,0.7827773470918316,0.7570889266308184,0.13019774933177372,1.9199551872500404,0.3549834423150959,1.0901735689100096,0.16744118878487732,0.36960708286420196,0.5787158581357216,0.847879001198418,0.40016826961631863,0.2834992556997758,0.5773853022197895,0.5600377688886193
